序號,國別,片名,上映日,出品,院數,總日數,總金額,總票數,首週票房,週末總票房
1716,美國,巨齒鯊,2018/08/10,WARNER BROS. PICTURES INTERNATIONAL.,102,103,162289851.0000,698074,79609477.0000,103304439.0000
1717,美國,猩球崛起：終極決戰(數位2D版),2017/07/13,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,102,92,161369568.0000,710552,91106073.0000,97692419.0000
1718,美國,名偵探皮卡丘,2019/05/09,WARNER BROS. PICTURES INTERNATIONAL.,111,104,160741931.0000,684339,79667208.0000,114330876.0000
1719,美國,魔獸：崛起,2016/06/08,美國環球影片公司,101,86,157374868.0000,626062,99139371.0000,86411879.0000
1720,美國,沙丘,2021/09/16,WARNER BROS. PICTURES INTERNATIONAL.,109,191,156299844.0000,563427,61470739.0000,88224536.0000
1721,美國,大黃蜂,2018/12/26,PARAMOUNT PICTURES CORPORATION,110,105,155948018.0000,653556,94924245.0000,81127739.0000
1722,美國,金牌特務：金士曼起源,2021/12/30,BUENA VISTA INTERNATIONAL  INC.,107,134,155281462.0000,617678,81020303.0000,100063702.0000
1723,美國,猛毒2：血蜘蛛,2021/10/13,(美國)SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,106,115,154541642.0000,609495,86117087.0000,100155203.0000
1724,美國,厲陰宅2,2016/06/08,WARNER BROS. PICTURES INTERNATIONAL.,94,111,153886868.0000,658869,83882836.0000,83026822.0000
1725,美國,007 生死交戰,2021/09/29,UNIVERSAL INTERNATIONAL FILMS LLC,108,134,151318945.0000,567861,55966432.0000,95909969.0000
1726,美國,變形金剛：萬獸崛起,2023/06/07,PARAMOUNT PICTURES CORPORATION,106,136,150572665.0000,577639,77048185.0000,94650008.0000
1727,美國,尚氣與十環傳奇,2021/09/02,BUENA VISTA INTERNATIONAL INC.,107,156,149802491.0000,586271,54589581.0000,87587235.0000
1728,美國,黑亞當,2022/10/19,WARNER BROS. PICTURES INTERNATIONAL.,103,121,148488020.0000,577666,71325952.0000,94486071.0000
1729,美國,小小兵2:格魯的崛起,2022/07/01,UNIVERSAL INTERNATIONAL FILMS LLC,103,182,147487627.0000,599028,50359398.0000,89000053.0000
1730,美國,全面攻佔3: 天使救援,2019/08/21,NU IMAGE INC.,106,149,147436187.0000,637153,71422558.0000,89673574.0000
1732,美國,神鬼認證：傑森包恩,2016/07/28,美國環球影片公司,103,107,145098224.0000,622718,80947200.0000,90748209.0000
1733,美國,星際異攻隊2(數位2D版),2017/04/27,BUENA VISTA INTERNATIONAL INC.,102,114,143562410.0000,600344,83465248.0000,86405542.0000
1734,美國,捍衛任務3：全面開戰,2019/05/15,LIONS GATE INTERNATIONAL (UK) LIMITED,109,101,142800045.0000,626510,77905456.0000,86273055.0000
1735,美國,瞞天過海:八面玲瓏,2018/06/14,WARNER BROS. PICTURES INTERNATIONAL.,107,106,142552086.0000,617718,73645204.0000,83370878.0000
1736,美國,無敵破壞王2：網路大暴走,2018/11/29,BUENA VISTA INTERNATIONAL INC.,106,169,139108858.0000,607402,63265232.0000,100038028.0000
1737,美國,黑魔女2,2019/10/17,BUENA VISTA INTERNATIONAL  INC.,109,113,137801611.0000,590061,71009905.0000,89428581.0000
1738,美國,古墓奇兵,2018/03/08,WARNER BROS. PICTURES INTERNATIONAL.,100,108,137602724.0000,586928,73771355.0000,90801818.0000
1739,美國,蝙蝠俠,2022/03/03,WARNER BROS. PICTURES INTERNATIONAL.,101,130,137431475.0000,525133,63765449.0000,90947416.0000
1740,美國,毀滅大作戰,2018/04/12,WARNER BROS. PICTURES INTERNATIONAL.,104,121,136885117.0000,591586,73249792.0000,88610738.0000
1741,美國,絕地戰警FOR LIFE,2020/01/16,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,109,133,136881045.0000,574657,53864078.0000,70817945.0000
1742,美國,玩命關頭9 ,2021/08/11,UNIVERSAL INTERNATIONAL FILMS LLC,106,109,135649127.0000,530816,60908713.0000,78758467.0000
1743,美國,閃電俠,2023/06/14,WARNER BROS. PICTURES INTERNATIONAL.,106,113,135385600.0000,512747,66455624.0000,78877960.0000
1744,美國,可可夜總會,2017/11/24,BUENA VISTA INTERNATIONAL INC.,102,167,135232352.0000,600838,28688092.0000,96458238.0000
1745,美國,我就要你好好的 (數位2D版),2016/06/17,WARNER BROS. PICTURES INTERNATIONAL.,93,110,133253574.0000,577026,39483881.0000,75554974.0000
1746,美國,樂來越愛你,2016/12/09,(英國)LIONS GATE INTERNATIONAL (UK) LIMITED,97,191,133028246.0000,562551,17545841.0000,74125338.0000
1747,美國,雙子殺手,2019/10/23,PARAMOUNT PICTURES CORPORATION,111,118,132796401.0000,553227,67829048.0000,83002933.0000
1748,美國,沙贊！,2019/03/29,WARNER BROS. PICTURES INTERNATIONAL.,110,103,130871912.0000,556508,74258927.0000,79228384.0000
1749,美國,長城,2016/12/29,UNIVERSAL INTERNATIONAL FILMS LLC,103,93,129314897.0000,550437,70429891.0000,77309508.0000
1750,美國,蟻人與黃蜂女 : 量子狂熱,2023/02/16,BUENA VISTA INTERNATIONAL  INC.,103,118,128296867.0000,483047,69025315.0000,73238891.0000
1751,美國,怪獸與鄧不利多的秘密,2022/04/14,WARNER BROS. PICTURES INTERNATIONAL.,102,136,124391432.0000,478543,70675211.0000,80279325.0000
1752,美國,怪奇孤兒院(數位2D版),2016/09/27,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION,102,114,121431460.0000,520349,60778680.0000,67100222.0000
1753,美國,巨齒鯊2: 海溝深淵,2023/08/02,WARNER BROS. PICTURES INTERNATIONAL.,104,113,120816915.0000,455573,59689015.0000,70606880.0000
1754,美國,子彈列車,2022/08/03,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,102,181,117702326.0000,456861,45386751.0000,69241761.0000
1755,美國,會計師 (數位2D版),2016/10/14,WARNER BROS.PICTURES INTERNATIONAL.,99,138,116862165.0000,509166,40172481.0000,71122791.0000
1756,美國,牠 第二章,2019/09/05,WARNER BROS. PICTURES INTERNATIONAL.,111,99,116684306.0000,480325,64911998.0000,74828712.0000
1757,美國,牠(數位IMAX 2D版),2017/09/07,WARNER BROS. PICTURES INTERNATIONAL.,101,106,116367230.0000,495311,54735903.0000,73374112.0000
1758,美國,鋼鐵英雄,2016/11/25,IM GLOBAL LLC,102,158,115721226.0000,507800,38789154.0000,73976770.0000
1759,美國,神隱任務：永不回頭,2016/10/21,PARAMOUNT PICTURES CORPORATION,100,99,115641271.0000,503089,72773915.0000,77835967.0000
1760,美國,比利•林恩的中場戰事 (數位2D版),2016/11/11,TRISTAR PRODUCTIONS  INC.、S8 BILLY LYNN  LLC,99,114,114147252.0000,290080,47249776.0000,70543400.0000
1761,美國,敦克爾克大行動,2017/07/20,WARNER BROS. PICTURES INTERNATIONAL.,105,121,113575145.0000,453406,56551343.0000,67965083.0000
1762,美國,鬼修女,2018/09/06,WARNER BROS. PICTURES INTERNATIONAL.,103,113,112679962.0000,478396,74400663.0000,70421539.0000
1763,美國,猛禽小隊: 小丑女大解放,2020/02/06,WARNER BROS. PICTURES INTERNATIONAL.,107,144,112521772.0000,472279,64440292.0000,64061507.0000
1764,美國,安娜貝爾：造孽(數位2D版),2017/08/10,WARNER BROS. PICTURES INTERNATIONAL.,99,92,111997735.0000,478895,62791751.0000,64295010.0000
1765,美國,蜘蛛人：穿越新宇宙,2023/06/21,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,105,143,107687570.0000,397012,1677860.0000,58715757.0000
1766,美國,海洋奇緣(數位國語2D版),2017/01/26,BUENA VISTA INTERNATIONAL INC.,93,135,107640123.0000,476413,55093938.0000,51993546.0000
1767,美國,STAR WARS：最後的絕地武士,2017/12/13,BUENA VISTA INTERNATIONAL  INC.,101,122,106018939.0000,414830,62290447.0000,65695908.0000
1768,美國,異形：羅穆路斯,2024/08/14,BUENA VISTA INTERNATIONAL  INC.,95,72,105720732.0000,355083,42379488.0000,64445698.0000
1769,美國,X戰警：黑鳳凰,2019/06/06,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,110,97,105423917.0000,450417,77864476.0000,67380833.0000
1770,美國,猛毒最終章：最後一舞,2024/10/23, SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,97,21,104767058.0000,375478,58949543.0000,67712263.0000
1771,美國,旺卡(英文版),2023/12/05,WARNER BROS. PICTURES INTERNATIONAL.,107,173,102428884.0000,385827,27578205.0000,65833608.0000
1772,美國,魔物獵人,2020/12/04,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,107,92,100803483.0000,426931,56967644.0000,72053334.0000
1773,美國,歌喉讚3,2017/12/27,(美國)UNIVERSAL INTERNATIONAL FILMS LLC,98,108,100447547.0000,437111,63398834.0000,59577448.0000
1774,美國,元素方城市(英文版),2023/06/30,BUENA VISTA INTERNATIONAL  INC.,105,166,100393920.0000,404534,20154710.0000,63392641.0000
3792,印度,我和我的冠軍女兒,2017/03/24,UTV SOFTWARE COMMUNICATIONS LIMITED,78,186,167029136.0000,728558,12590049.0000,98982148.0000
4021,日本,鬼滅之刃劇場版 無限列車篇,2020/10/30,Aniplex Inc.,96,203,634938914.0000,2602313,166189308.0000,465554324.0000
4022,日本,灌籃高手 THE FIRST SLAM DUNK,2023/01/13,Toei Animation Co.  Ltd.,110,391,459202490.0000,1803427,3219238.0000,260287743.0000
4023,日本,劇場版 排球少年!! 垃圾場的決戰,2024/04/12,Dentsu Tec Inc.,98,216,267919908.0000,934295,54679843.0000,193887846.0000
4024,日本,鈴芽之旅,2023/03/02,TOHO CO.  LTD.,76,203,252513286.0000,967571,53085060.0000,164634224.0000
4025,日本,你的名字,2016/10/21,TOHO CO. LTD.,80,150,250255232.0000,1067845,80079595.0000,173759155.0000
4026,日本,劇場版 咒術迴戰 0,2022/02/24,Toho Co. Ltd.,72,196,232320958.0000,893940,112982084.0000,144017652.0000
4027,日本,名偵探柯南 100萬美元的五稜星,2024/06/28,株式会社トムス・エンタテインメント 	 ,99,138,218890096.0000,819561,91642297.0000,149580857.0000
4028,日本,名偵探柯南 黑鐵的魚影,2023/07/06,株式会社トムス・エンタテインメント,96,147,183723188.0000,717580,74828439.0000,109465798.0000
4029,日本,蒼鷺與少年(日文版) ,2023/10/06,Studio Ghibli Inc.,107,218,182405270.0000,700964,73010389.0000,114913846.0000
4030,日本,航海王劇場版 : 紅髮歌姬,2022/08/13,TOEI ANIMATION ENTERPRISES LIMITED.,97,108,175448337.0000,660723,75121492.0000,119463720.0000
4031,日本,天氣之子,2019/09/12,TOHO CO.  LTD.,101,211,168619925.0000,704809,67114115.0000,116405044.0000
4032,日本,SPY x FAMILY CODE: White,2024/01/19,TOHO Co.  Ltd. ,99,120,123251287.0000,473051,37773289.0000,74092184.0000
4033,日本,名偵探柯南 萬聖節的新娘,2022/06/30,株式会社トムス・エンタテインメント,95,190,121082220.0000,482335,50369500.0000,69895985.0000
4034,日本,名偵探柯南：紺青之拳,2019/07/10,株式会社トムス・エンタテインメント,90,124,109674984.0000,472497,52135503.0000,60514111.0000
5288,中華民國,當男人戀愛時,2021/04/01,金盞花大影業股份有限公司、(香港)眾合千澄影視文化傳媒有限公司,101,93,405402260.0000,1696691,9484080.0000,245359159.0000
5289,中華民國,關於我和鬼變成家人的那件事,2023/02/10,伯樂影業股份有限公司 、金盞花大影業股份有限公司 、中環國際娛樂事業股份有限公司 、良人行影業有限公司 、宏將影業有限公司 、聚星文創娛樂事業股份有限公司 、滿滿額娛樂股份有限公司 、東森電視事業股份有限公司 、眾合千澄影視文化傳媒有限公司、瀚草影視文化事業股份有限公司、英雄旅程股份有限公司 ,107,172,363843645.0000,1474856,769555.0000,214013373.0000
5290,中華民國,月老,2021/11/24,麻吉砥加電影有限公司、禾豐九路娛樂有限公司、良人行影業有限公司、居爾一拳有限公司、樂到家國際娛樂股份有限公司、聚星文創娛樂事業股份有限公司、國賓影城股份有限公司、能率影業股份有限公司、HIVE FILMWORKS INC.,110,170,264306579.0000,1091230,859650.0000,170443098.0000
5291,中華民國,返校,2019/09/20,影一製作所股份有限公司、遊戲橘子數位科技股份有限公司、英屬維京群島商敦宜股份有限公司台灣分公司、樂到家國際娛樂股份有限公司、一條龍虎豹國際娛樂有限公司、財團法人臺中市影視發展基金會、高雄市電影館、美商華納兄弟（遠東）股份有限公司台灣分公司,113,157,260457270.0000,1120871,78112115.0000,174419504.0000
5292,中華民國,比悲傷更悲傷的故事,2018/11/18,滿滿額娛樂股份有限公司、好好看文創有限公司、百聿數碼創意股份有限公司、神州音樂有限公司、崴森管理顧問股份有限公司、(大陸)上海唯喜影業有限公司、(香港)福斯傳媒有限公司,110,156,240681285.0000,1052373,62329426.0000,142687290.0000
5293,中華民國,角頭-大橋頭,2024/08/16,曼尼娛樂投資股份有限公司、影一製作所股份有限公司,100,88,224537637.0000,844631,54591117.0000,135584339.0000
5294,中華民國,孤味 (長片版),2020/11/06,彼此影業股份有限公司、秀泰國際娛樂有限公司、中環國際娛樂事業股份有限公司、Midori International Holdings Limited、威威巖娛樂製作有限公司,111,149,190892525.0000,828505,4263214.0000,116257499.0000
5295,中華民國,咒,2022/03/18,空殼影像股份有限公司    、精漢堂影像有限公司、川琇數位娛樂有限公司、地球防衛隊娛樂有限公司、艾德國際投資股份有限公司、奇亨創意影像有限公司、語謙行銷有限公司、高雄人（高雄市電影館）、世界投資顧問股份有限公司、夢想創造股份有限公司,93,120,171754843.0000,721528,38357546.0000,103644365.0000
5296,中華民國,角頭－浪流連,2021/02/05,巧克麗娛樂股份有限公司、台北市電影委員會,108,135,161768815.0000,683735,43684614.0000,88523410.0000
5297,中華民國,想見你,2022/12/30,車庫影業股份有限公司、三鳳有限公司,77,101,132214628.0000,534013,38164406.0000,79357483.0000
5298,中華民國,角頭2：王者再起,2018/02/14,理大國際多媒體股份有限公司、柏合麗國際影業股份有限公司、能海電能科技股份有限公司、路得寶交通股份有限公司、鑫盛傳媒製作股份有限公司、鐵人文創娛樂有限公司、昇華娛樂傳播股份有限公司、捷泰精密工業股份有限公司、華人電通文化傳媒有限公司,94,101,127897322.0000,564657,51720365.0000,63563620.0000
5299,中華民國,樓下的房客,2016/08/12,台灣安邁進國際影業股份有限公司、群星瑞智國際娛樂股份有限公司、中環國際娛樂事業股份有限公司、威視股份有限公司、MM2 ENTERTAINMENT PTE LTD.、安樂影片有限公司,91,120,116219969.0000,505554,38104460.0000,71813858.0000
5300,中華民國,紅衣小女孩2(數位2D版),2017/08/25,講故事有限公司、中環國際娛樂事業股份有限公司、大慕影藝國際事業有限公司、華映娛樂股份有限公司、秀泰國際娛樂股份有限公司、國賓影城股份有限公司、樂到家國際娛樂股份有限公司、華研國際音樂股份有限公司、紅衣小女孩股份有限公司,95,77,105729876.0000,465443,53172760.0000,65352167.0000
5301,中華民國,刻在你心底的名字,2020/09/30,滿滿額娛樂股份有限公司、氧氣電影有限公司、百聿數碼創意股份有限公司、中環國際娛樂事業股份有限公司、三皇生物科技股份有限公司,110,157,103428310.0000,441627,10986924.0000,64539751.0000
5302,中華民國,花甲大人轉男孩,2018/02/09,氧氣電影有限公司、藝碩文創股份有限公司、中環國際娛樂事業股份有限公司、樂到家國際娛樂股份有限公司、華映娛樂股份有限公司、秀泰國際娛樂有限公司、國賓影城股份有限公司、新光影城股份有限公司,99,91,102160797.0000,458886,25270127.0000,59343048.0000
